t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q,void,gamma,G,nu,Sy,M,Group
0.71,-303123.852285441,-100000,-100000,-0.00355,0.00255045282287707,0.00255045282287706,0.00155090564575413,0.00406696854862111,167707.950761814,203123.852285441,0.00338988904096657,0.502328162606947,0.00338988904096657,100000000,0.25,100000,0.577350269189626,1
0.72,-303123.852285441,-100000,-100000,-0.0036,0.00259332633948103,0.00259332633948103,0.00158665267896206,0.00412888422635654,167707.950761814,203123.852285441,0.00345180471870255,0.502381867341552,0.00345180471870255,100000000,0.25,100000,0.577350269189626,1
0.73,-303123.852285441,-100000,-100000,-0.00365,0.00263619985608499,0.00263619985608499,0.00162239971216998,0.00419079990409198,167707.950761814,203123.852285441,0.00351372039643852,0.502435573995975,0.00351372039643852,100000000,0.25,100000,0.577350269189626,1
0.74,-303123.852285441,-100000,-100000,-0.0037,0.00267907337268895,0.00267907337268895,0.0016581467453779,0.00425271558182744,167707.950761814,203123.852285441,0.0035756360741745,0.502489282570287,0.0035756360741745,100000000,0.25,100000,0.577350269189626,1
0.75,-303123.852285441,-100000,-100000,-0.00375,0.00272194688929291,0.00272194688929291,0.00169389377858582,0.00431463125956292,167707.950761814,203123.852285441,0.00363755175191047,0.502542993064555,0.00363755175191047,100000000,0.25,100000,0.577350269189626,1
0.76,-303123.852285441,-100000,-100000,-0.0038,0.00276482040589687,0.00276482040589687,0.00172964081179375,0.0043765469372984,167707.950761814,203123.852285441,0.00369946742964645,0.502596705478849,0.00369946742964645,100000000,0.25,100000,0.577350269189626,1
0.77,-303123.852285441,-100000,-100000,-0.00385,0.00280769392250083,0.00280769392250083,0.00176538784500167,0.00443846261503391,167707.950761814,203123.852285441,0.00376138310738242,0.502650419813236,0.00376138310738242,100000000,0.25,100000,0.577350269189626,1
0.78,-303123.852285441,-100000,-100000,-0.0039,0.0028505674391048,0.0028505674391048,0.00180113487820959,0.00450037829276942,167707.950761814,203123.852285441,0.00382329878511839,0.502704136067786,0.00382329878511839,100000000,0.25,100000,0.577350269189626,1
0.79,-303123.852285441,-100000,-100000,-0.00395,0.00289344095570876,0.00289344095570876,0.00183688191141752,0.00456229397050495,167707.950761814,203123.852285441,0.00388521446285437,0.502757854242566,0.00388521446285437,100000000,0.25,100000,0.577350269189626,1
0.8,-303123.852285441,-100000,-100000,-0.004,0.00293631447231272,0.00293631447231272,0.00187262894462544,0.00462420964824049,167707.950761814,203123.852285441,0.00394713014059034,0.502811574337647,0.00394713014059034,100000000,0.25,100000,0.577350269189626,1
0.81,-303123.852285441,-100000,-100000,-0.00405,0.00297918798891668,0.00297918798891668,0.00190837597783336,0.00468612532597604,167707.950761814,203123.852285441,0.00400904581832632,0.502865296353095,0.00400904581832632,100000000,0.25,100000,0.577350269189626,1
0.82,-303123.852285441,-100000,-100000,-0.0041,0.00302206150552064,0.00302206150552064,0.00194412301104128,0.0047480410037116,167707.950761814,203123.852285441,0.00407096149606229,0.502919020288981,0.00407096149606229,100000000,0.25,100000,0.577350269189626,1
0.83,-303123.852285441,-100000,-100000,-0.00415,0.0030649350221246,0.0030649350221246,0.00197987004424921,0.00480995668144718,167707.950761814,203123.852285441,0.00413287717379827,0.502972746145372,0.00413287717379827,100000000,0.25,100000,0.577350269189626,1
0.84,-303123.852285441,-100000,-100000,-0.0042,0.00310780853872856,0.00310780853872856,0.00201561707745713,0.00487187235918276,167707.950761814,203123.852285441,0.00419479285153424,0.503026473922338,0.00419479285153424,100000000,0.25,100000,0.577350269189626,1
0.85,-303123.852285441,-100000,-100000,-0.00425,0.00315068205533253,0.00315068205533253,0.00205136411066505,0.00493378803691835,167707.950761814,203123.852285441,0.00425670852927021,0.503080203619947,0.00425670852927021,100000000,0.25,100000,0.577350269189626,1
0.86,-303123.852285441,-100000,-100000,-0.0043,0.00319355557193649,0.00319355557193649,0.00208711114387298,0.00499570371465396,167707.950761814,203123.852285441,0.00431862420700619,0.503133935238267,0.00431862420700619,100000000,0.25,100000,0.577350269189626,1
0.87,-303123.852285441,-100000,-100000,-0.00435,0.00323642908854045,0.00323642908854045,0.0021228581770809,0.00505761939238957,167707.950761814,203123.852285441,0.00438053988474216,0.503187668777367,0.00438053988474216,100000000,0.25,100000,0.577350269189626,1
0.88,-303123.852285441,-100000,-100000,-0.0044,0.00327930260514441,0.00327930260514441,0.00215860521028882,0.00511953507012519,167707.950761814,203123.852285441,0.00444245556247814,0.503241404237317,0.00444245556247814,100000000,0.25,100000,0.577350269189626,1
0.89,-303123.852285441,-100000,-100000,-0.00445,0.00332217612174837,0.00332217612174837,0.00219435224349675,0.00518145074786082,167707.950761814,203123.852285441,0.00450437124021411,0.503295141618184,0.00450437124021411,100000000,0.25,100000,0.577350269189626,1
0.9,-303123.852285441,-100000,-100000,-0.0045,0.00336504963835233,0.00336504963835233,0.00223009927670467,0.00524336642559645,167707.950761814,203123.852285441,0.00456628691795009,0.503348880920037,0.00456628691795009,100000000,0.25,100000,0.577350269189626,1
0.91,-303123.852285441,-100000,-100000,-0.00455,0.00340792315495629,0.00340792315495629,0.00226584630991259,0.0053052821033321,167707.950761814,203123.852285441,0.00462820259568606,0.503402622142946,0.00462820259568606,100000000,0.25,100000,0.577350269189626,1
