t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q,void,gamma,G,nu,Sy,M,Group
0.19,-253264.426393799,-74462.2278528979,-74462.2278528979,-0.00095,0.000475,0.000475,0,0.000950000000155821,134062.960699865,178802.198540901,0.000353992671530329,0.5,0.000353992671530329,100000000,0.25,100000,0.577350269189626,1
0.2,-258886.420474039,-77740.4719331375,-77740.4719331375,-0.001,0.0005,0.0005,0,0.00100000000014803,138122.454780105,181145.948540901,0.000396180171530329,0.5,0.000396180171530329,100000000,0.25,100000,0.577350269189626,1
0.21,-264508.414554278,-81018.716013377,-81018.716013377,-0.00105,0.000525,0.000525,0,0.00105000000014098,142181.948860344,183489.698540901,0.000438367671530329,0.5,0.000438367671530329,100000000,0.25,100000,0.577350269189626,1
0.22,-270130.408634518,-84296.9600936165,-84296.9600936165,-0.0011,0.00055,0.00055,0,0.00110000000013457,146241.442940584,185833.448540901,0.000480555171530329,0.5,0.000480555171530329,100000000,0.25,100000,0.577350269189626,1
0.23,-275752.402714757,-87575.2041738561,-87575.2041738561,-0.00115,0.000575,0.000575,0,0.00115000000012872,150300.937020823,188177.198540901,0.000522742671530329,0.5,0.000522742671530329,100000000,0.25,100000,0.577350269189626,1
0.24,-281374.396794997,-90853.4482540956,-90853.4482540956,-0.0012,0.0006,0.0006,0,0.00120000000012336,154360.431101063,190520.948540901,0.000564930171530329,0.5,0.000564930171530329,100000000,0.25,100000,0.577350269189626,1
0.25,-286996.390875237,-94131.6923343352,-94131.6923343352,-0.00125,0.000625,0.000625,0,0.00125000000011842,158419.925181302,192864.698540901,0.000607117671530329,0.5,0.000607117671530329,100000000,0.25,100000,0.577350269189626,1
0.26,-292618.384955476,-97409.9364145748,-97409.9364145748,-0.0013,0.00065,0.00065,0,0.00130000000011387,162479.419261542,195208.448540901,0.000649305171530329,0.5,0.000649305171530329,100000000,0.25,100000,0.577350269189626,1
0.27,-298240.379035716,-100688.180494814,-100688.180494814,-0.00135,0.000675,0.000675,0,0.00135000000010965,166538.913341781,197552.198540901,0.000691492671530329,0.5,0.000691492671530329,100000000,0.25,100000,0.577350269189626,1
0.28,-303862.373115955,-103966.424575054,-103966.424575054,-0.0014,0.0007,0.0007,0,0.00140000000010574,170598.407422021,199895.948540901,0.000733680171530329,0.5,0.000733680171530329,100000000,0.25,100000,0.577350269189626,1
0.29,-309484.367196195,-107244.668655293,-107244.668655293,-0.00145,0.000725,0.000725,0,0.00145000000010209,174657.901502261,202239.698540901,0.000775867671530329,0.5,0.000775867671530329,100000000,0.25,100000,0.577350269189626,1
0.3,-315106.361276434,-110522.912735533,-110522.912735533,-0.0015,0.00075,0.00075,0,0.00150000000009869,178717.3955825,204583.448540901,0.000818055171530329,0.5,0.000818055171530329,100000000,0.25,100000,0.577350269189626,1
0.31,-320728.355356674,-113801.156815773,-113801.156815773,-0.00155,0.000775,0.000775,0,0.0015500000000955,182776.88966274,206927.198540901,0.000860242671530329,0.5,0.000860242671530329,100000000,0.25,100000,0.577350269189626,1
0.32,-326350.349436913,-117079.400896012,-117079.400896012,-0.0016,0.0008,0.0008,0,0.00160000000009252,186836.383742979,209270.948540901,0.000902430171530329,0.5,0.000902430171530329,100000000,0.25,100000,0.577350269189626,1
0.33,-331972.343517153,-120357.644976252,-120357.644976252,-0.00165,0.000825,0.000825,0,0.00165000000008971,190895.877823219,211614.698540901,0.000944617671530329,0.5,0.000944617671530329,100000000,0.25,100000,0.577350269189626,1
0.34,-337594.337597393,-123635.889056491,-123635.889056491,-0.0017,0.00085,0.00085,0,0.00170000000008708,194955.371903458,213958.448540901,0.000986805171530329,0.5,0.000986805171530329,100000000,0.25,100000,0.577350269189626,1
0.35,-343216.331677632,-126914.133136731,-126914.133136731,-0.00175,0.000875,0.000875,0,0.00175000000008459,199014.865983698,216302.198540901,0.00102899267153033,0.5,0.00102899267153033,100000000,0.25,100000,0.577350269189626,1
0.36,-348838.325757872,-130192.37721697,-130192.37721697,-0.0018,0.0009,0.0009,0,0.00180000000008224,203074.360063937,218645.948540901,0.00107118017153033,0.5,0.00107118017153033,100000000,0.25,100000,0.577350269189626,1
0.37,-354460.319838111,-133470.62129721,-133470.62129721,-0.00185,0.000925,0.000925,0,0.00185000000008002,207133.854144177,220989.698540901,0.00111336767153033,0.5,0.00111336767153033,100000000,0.25,100000,0.577350269189626,1
0.38,-360082.313918351,-136748.865377449,-136748.865377449,-0.0019,0.00095,0.00095,0,0.00190000000007791,211193.348224417,223333.448540901,0.00115555517153033,0.5,0.00115555517153033,100000000,0.25,100000,0.577350269189626,1
0.39,-365704.30799859,-140027.109457689,-140027.109457689,-0.00195,0.000975,0.000975,0,0.00195000000007591,215252.842304656,225677.198540901,0.00119774267153033,0.5,0.00119774267153033,100000000,0.25,100000,0.577350269189626,1
0.4,-371326.30207883,-143305.353537929,-143305.353537929,-0.002,0.001,0.001,0,0.00200000000007401,219312.336384896,228020.948540901,0.00123993017153033,0.5,0.00123993017153033,100000000,0.25,100000,0.577350269189626,1
